,text,hate
20068,মিন্নী দাই আমরা চাই মিন্নীকে পুলিশের আওতায় আনা হক,0
20069,মিন্নী হত্যাকারী,0
20070,মিন্নীকে অবিলম্বে গ্রেপ্তার করা হক,0
20071,মিন্নীর ফাসি চাই,0
20072,মিমের টা আর একটু ছোট হলে ভালো হতো,0
20073,মিয়া আপা আপনার দিন শেস,0
20074,মিয়া খলিফা আর সানি লিওনি ভার্জিন,0
20075,মিয়া খলিফার গুলাও এতো বড় নই,0
20076,মিয়া খলিফার চাচাতো বোন,0
20077,মিয়া খলিফার ছোট বোন আখি মিয়া,0
20078,মির ছাব্বির মানে অনেক ভাল লাগে আমার কাছে ধন্যবাদ,0
20079,মিরপুর শাহ আলী মাজারে বাবা গাজা খায়,0
20080,মিরপুরে আসতে পারবে,0
20081,মিরাকেল মিরাকেল,0
20082,মিরাজ ভাই এইটা ধরে রেখ ভাই,0
20083,মিরাজের খেলা ভালো লাগছে কার কার,0
20084,মিলে যাওটা বালো হবে,0
20085,মিল্ক ভিটা কোম্পানির কাছে একে হস্তান্তর করা হোক,0
20086,মিশা তুই কি গরু চুরি করে কোরবানি দিতেছো,0
20087,মিশা তুই চোর,0
20088,মিষ্টি মেয়ে আর বোকা ছেলে দুটোয়  বাস্তব,0
20089,মিস আপনি কোন জেলার,0
20090,মিস ইউ বস সাকিব আল হাসান,0
20091,মিসরে মেয়ে কিড়ট,0
20092,মিসস স্যার,0
20093,মিসস করি সাকিব আল হাসান কে,0
20094,মিস্টার নুরুর সব নাটক,0
20095,মিস্টার ফিনিশার,0
20096,মিস্টি বিতরন করা উচিত ফাঁসির দিন,0
20097,মীণ্ণীকে ফাঁসি দেওয়া উচিত,0
20098,মুকুল রায় মারা গেলো খবর নেই,0
20099,মুক্তি পাবে কখন,0
20100,মুক্তিযুদ্ধহা হা হা,0
20101,মুক্তিযুদ্ধার নামের জুয়া খেলা হয়,0
20102,মুক্তিযুদ্ধের বাংলা চাই পাকিরাজাকার দেশ ছাড়,0
20103,মুক্তিযোদ্ধা,0
20104,মুক্তিযোদ্ধাঢাকা বিশ্ববিদ্যালয়ের প্রফেসর,0
20105,মুক্তিযোদ্ধার বেতন বারাও বেশ করি,0
20106,মুক্তিযোদ্ধের ছ্যাতোনা কুতায় স্যার,0
20107,মুখ মানুষ তাই অবসতা,0
20108,মুখে কী বলবোসামনে থাকলে বুঝাই তাম,0
20109,মুখের ভাষা হারিয়ে ফেলেছি,0
20110,মুখের ভিতরে কি,0
20111,মুখোশধারী স্বীকৃত চেতনা ব্যবসায়ী,0
20112,মুগ্ধ হয়েগেলাম,0
20113,মুছলমানদেৰ শান্তি চাই,0
20114,মুজা পাইলাম,0
20115,মুজাহিদ রা চিলো এই দেশের বির,0
20116,মুজাহিদুল ইসলাম সিয়াম,0
20117,মুজাহিদের বাচ্চা এবার করবে গিয়ে রাজাকারগিরি কর,0
20118,মুতে দিলে ভেসে যাবি,0
20119,মুদার ইসলামাবাদ,0
20120,মুদি ৷শাহার ৷ফাসি চাই,0
20121,মুদি কে পাবনায় মেন্টাল হসপিটাল ভর্তি করা হোক,0
20122,মুদি তোর দিন শেষ সব,0
20123,মুদি বন্ডানি করছে,0
20124,মুদি মুখে রাম রাম ভিতরে ভিতরে আকাম আকাম,0
20125,মুদি যেটা করেছে ঠিকই করেছেন তুই ভুল বলেছিস,0
20126,মুদি হটাও দেশ বাচাও,0
20127,মুদি হঠাউ দেশ বাছাউ,0
20128,মুদিকে রাজার চেয়ার থেকে বরিষ্কার করুকনো এনার সি,0
20129,মুদিজি জিন্দাবাদ,0
20130,মুদির অমিতশার ফাঁসি চাই,0
20131,মুদির কনো দোস নাই,0
20132,মুদির কপালে দুঃখ আছে,0
20133,মুদির গোষ্টি কিলাই,0
20134,মুদির ফাসি হওয়া উচিত,0
20135,মুদির বাপের দেশ নয়,0
20136,মুদির বিপক্ষে,0
20137,মুদির বিরুদে আন্তরজাতিক আদালতে বিচার হওয়া দরকার,0
20138,মুন্নি কে নাইকা রূপে দেখতে চাই,0
20139,মুন্নি জরিত,0
20140,মুন্নি জরিত বুঝা যাচ্ছে,0
20141,মুন্নি সো সুইট,0
20142,মুন্নির অভিনয় খুবই ভালো লাগে ধন্যবাদ,0
20143,মুন্নির ফাঁসি চাই সরকারের কাছে আমার অনুরোধ ওকে,0
20144,মুফতি আমির হামজা কে দরকার ছিল,0
20145,মুফতি আমির হামজা সত্যিকারের একজন কোরআনের সৈনিক,0
20146,মুফতি সাহেব আপনি যা বলেছেন সেটা সঠিক,0
20147,মুভি টা খুব সুন্দর,0
20148,মুভিটা কবে দিবেন,0
20149,মুভিটা দেখছি অবশেষে সালের মার্চ,0
20150,মুমতাহিনা ইসলাম এতো দিন পর হা হা,0
20151,মুয়রি নাই হল নাই,0
20152,মুয়ুরী তো সানাইকে ফেল করে ফেলেছে,0
20153,মুরগি চোরার বর কথা,0
20154,মুরি খান,0
20155,মুরুখ,0
20156,মুরুব্বীর কথা ঠিক বেক্কেল হল বক্তা,0
20157,মুর্খ হলে যায় শুভ বুদ্ধির উদয় হোক,0
20158,মুলা একটা তরকার হলো বাপ্পি একটা নায়ক হলো,0
20159,মুশফিক,0
20160,মুশফিক ইউ বিউটি বস,0
20161,মুশফিক এই ভাবে চিল্লান ক্যারে,0
20162,মুশফিক ডানহাতি না হয়ে বা হাতি হলেই ভালো হতো,0
20163,মুশফিক বস তো সবচেয়ে বেশি ধারাবাহিক,0
20164,মুশফিক বাংলাদেশের সেরা ব্যাটসম্যান,0
20165,মুশফিক সেরা,0
20166,মুশফিককে গালি দিছে তো কি হয়েছে,0
20167,মুশফিকুর রহমান কে,0
20168,মুশফিকুর রহমান রান মিরাজ,0
20169,মুশফিকুর রহিম একজন ভাল ব্যাটসম্যান,0
20170,মুশফিকুর রহিম বেস্ট ইস বস্,0
20171,মুশফিকের জন্য বুকের বাম পাশে যেন ব্যাথা করছে,0
20172,মুশফিকের দোষ,0
20173,মুসফিক এর ফ্যানরা লাইক দিয়ে যাও,0
20174,মুসফিক এর ভক্তদের দেখতে চাই লাইক দাও,0
20175,মুসফিক রহমান,0
20176,মুসফিকের সাফোটার টা বড় বেয়াডব,0
20177,মুসলমান জিন্দাবাদ,0
20178,মুসলমান দের পির এক জন মহানবী আর কেউ না,0
20179,মুসলমানদের জয় হোক,0
20180,মুসলমানদের পক্ষে পাকিস্তান,0
20181,মুসলমানদের প্রতি অবিছার করছে মুদি সরকার,0
20182,মুসলমানদের সাথে আছি,0
20183,মুসলমানদের সাহায্য করুন,0
20184,মুসলমানের উপর অত্যাচার আল্লাহ্‌ সইবনা,0
20185,মুসলমানের সাথে আল্লাহ আছেন,0
20186,মুসলমােদর পদখেপ নিতে হবে,0
20187,মুসলিম আমার ভাই ভাইয়ের জন্য জীবন দিইতে রাজি আছি,0
20188,মুসলিম কখনো পিছে হাটেনা জিহাদ,0
20189,মুসলিম ঘড়ে জন্ম নিলে সবাই মুসলমান হয় না,0
20190,মুসলিম জিদবে ইনসাআললাহ্,0
20191,মুসলিম দের জন্মদিন পালন করা ঠিক না,0
20192,মুসলিম দের মালেশিয়া নিয়ে যান মাতি ভাই,0
20193,মুসলিম দেশে যতো হিন্দু আছে সব ভারোতে পাঠানো হবে,0
20194,মুসলিম বলে আগে কোনো ধর্ম ছিলনা,0
20195,মুসলিম ভাই,0
20196,মুসলিম হলে এমন হতোনা,0
20197,মুসলিম হলে সালাম দিয়ে খবর সুরুকরুন,0
20198,মুসলিমদের নাড়িস না পালানোর জাগা পাবিনা মোদি,0
20199,মুসলিমদের পক্ষে,0
20200,মুসলিমদের পল্লী তে বেশি এসব হয়,0
20201,মুসলিমরা তো মুসলিমদের পক্ষ নিবে,0
20202,মুসলিমরা নতুন একটি দল করা হক ভয় কিসের,0
20203,মুসলিমের উপর অত্যাচারের ফাঁসি চাই,0
20204,মুসি ভাই কি বিশ্বকাপ জিতল নাকি,0
20205,মুসি লাভ ইউ বস আমার সবচেয়ে পছন্দের প্লেয়ার,0
20206,মুস্তাফিজ যে বাংলাই বললো সেটাই ভালো লাগলো,0
20207,মুস্তাফিজুর রাএে খেলা পারে না,0
20208,মুহাম্মদ কে নিয়ে কথা বললি কার সাহসে দেখ তাসি,0
20209,মুহাম্মদের ফাঁসি চাই,0
20210,মুুদি কে ফাশি চাই,0
20211,মূওরি খাইছে জিবনেগুনি বেক্তিতুলুনা হিন,0
20212,মূখসত কে করাইছে,0
20213,মূদী অমীত এর বাপের দেশ না এটা,0
20214,মূয়রী অনেক ভালো,0
20215,মূর্খ এইসব কথা বলে পড়ালেখা নেই,0
20216,মূর্খ খালেদার ফাঁসি চাই,0
20217,মূল অপরাধী মিন্নী,0
20218,মূসলিম পক্ষ আছি,0
20219,মৃত্যু নিয়ে এভাবে ট্রল করা উচিত না আমি মনে করি,0
20220,মৃত্যুদন্ড দেওয়া হোক,0
20221,মে রা এস এম হলে কেন যায় তাদের কোন ছেলে নেতা নাই,0
20222,মেছি কে ভাল বাসি সারা জিবন ভাল বেসে জাব,0
20223,মেটাম আপনাকে বিয়া করমো জদি রাজি থাক,0
20224,মেডাম আপনি হাসেন কেন,0
20225,মেডাম আমি কী আপনার যুগাযোগ করতে পারী মেডাম,0
20226,মেডাম এটা বিশ্বাসের উপর হয়নি রামায়ণ পরে দেকবেন,0
20227,মেডাম এখন আগের চেয়ে বেশি মানে ডাবল,0
20228,মেডাম লাইভে এসেে আপনার কি লাভ হয় বলেনত,0
20229,মেম আপনি এতো মোটা,0
20230,মেয়র মহোদয় কি করতেন,0
20231,মেয়াদ উত্তির্ন গাজা খাওয়ার পরিনাম,0
20232,মেয়াদোত্তীর্ণ গাঁজা ভাই,0
20233,মেয়াদোত্তীর্ন গঞ্জিকা সেবনের পার্শপ্রতিক্রিয়া,0
20234,মেয়ে একদম লোভী আগে মনে ছিল না মার কথা,0
20235,মেয়ে গুলার মা বাপ নাই,0
20236,মেয়ে ছেলে দুজনই অপরাধ বিচার হবে দুজনেরই,0
20237,মেয়ে টা কে ধরলে সব বের হইয়া আসবে,0
20238,মেয়ে টা খুব সুন্দরী এমন সুন্দর,0
20239,মেয়ে টাকে মারার সময় মনে ছিলো না,0
20240,মেয়ে টার গেইম খুবই সুন্দর ছিল এক ডিলে দুই পাখি,0
20241,মেয়ে তুই বড় ভন্ড,0
20242,মেয়ে তুমি বড়ই অদ্ভুত এক বস্তুু,0
20243,মেয়ে দের কে বলতে দিন,0
20244,মেয়ে নামে ক্লক তুই,0
20245,মেয়ে নিয়ে রাতে তুই কি করিস,0
20246,মেয়ে রা কল দাও ইমুতে,0
20247,মেয়েকে হটাও রানুদিকে সম্মান দাও,0
20248,মেয়েটা অনেক অনেক মিষ্টি,0
20249,মেয়েটা অনেক সুন্দর এবং ফিগারটা সেই,0
20250,মেয়েটা অভিনেত্রী,0
20251,মেয়েটা এখন খারাপ হয়ে গেছে,0
20252,মেয়েটা এতো সাজুগুজু না করলেও পারতেন,0
20253,মেয়েটা কি বিবাহীত,0
20254,মেয়েটা কে ফাসি দিতে হবে,0
20255,মেয়েটা ছিলো এক নামবার খারাপ,0
20256,মেয়েটা জড়িত পুরাই ক্লিয়ার,0
20257,মেয়েটা দুষি,0
20258,মেয়েটা দুসি,0
20259,মেয়েটা দেখতে খুব মিষ্টি কিন্তু চরিত্র ঠিক না,0
20260,মেয়েটা পুরাই ফালতু,0
20261,মেয়েটা পূর্নিমার মতই দেখতে সুন্দর হবে,0
20262,মেয়েটা বাবা খেয়ে নিছে নিশ্চয়ই মনে হয়,0
20263,মেয়েটা যে জরিত এতেকুন সন্দেহ নাই,0
20264,মেয়েটাকে জেনো আর দেখতে না পাই রানুদির কাছে,0
20265,মেয়েটাকে থানায় নিয়ে জান সব বলে দিবে,0
20266,মেয়েটার করনে আজ দুইটি ছেলের জিবন শেষ,0
20267,মেয়েটি বড়ই সার্থপর,0
20268,মেয়েটি সহ ফাসি হোক সৌদিআরব,0
20269,মেয়েটিকে ধোরে রিমান্ডে কেনো নেয় না এখনো,0
20270,মেয়েটিকে রিমান্ডে নিলে আসল ঘটনা বেরিয়ে আসবে,0
20271,মেয়েটির জন্য আজ এই পরিনতি,0
20272,মেয়েটির হাত রয়েছে জায়গায় অভিনয় করেছেন এখন,0
20273,মেয়েতো নয় মনে হচ্চে,0
20274,মেয়েদের অপমান খা,0
20275,মেয়েদের কে কেন এত প্রশ্ন ওরা তো জব করে,0
20276,মেয়েদের মাসিক নিয়ে এক টক শো দেখতে চাই,0
20277,মেয়ের অাসল দোষ,0
20278,মেয়ের কান্ত এটা,0
20279,মেয়ের মাথাটা খারাপ,0
20280,মেয়ের সর্বোচ্চ শাস্তি মৃত্যু দন্ড চাই,0
20281,মেয়েরা করচে চাইলে ফুনকর ইমু,0
20282,মেয়েরা করতে চাইলে ফুনকর ইমু,0
20283,মেয়েরা করতে চাইলে ফুনকরর,0
20284,মেয়েরা ছেলে দের খারাপের দিকে নিয়ে যায়,0
20285,মেয়েরা সেক্স করতে চাইলে ইনবক্স করআমি ঢাকায় আছি,0
20286,মেরা ভারত মহান,0
20287,মেরাডোনা পৃথিবীর সেরা,0
20288,মেসি অবসর না নিলে কোনদিন তারা কাপ জিততে পারবে না,0
20289,মেসি অবসর নেয় নি অবসর নিয়েছে মাসসেরানো,0
20290,মেসি ক্লাব ফুটবলার,0
20291,মেসি তুমি সেরা এক দিন তুমি জিতবে,0
20292,মেসি বস,0
20293,মেসির কোনো দোস নেই মেসি দারুন,0
20294,মেহেদি খুব ভাল খেলছে তার জন্ন্য লাইক হবে,0
20295,মেহেদি হাসান খুব ভাল ব্যাট করেছে,0
20296,মেহেদি হাসান রানা অসাধারন বল কার কার ভাল লেগেছে,0
20297,মেহেদী কে কাজে লাগাতে পারেনি,0
20298,মেহেদী খুব ভালো খেলে,0
20299,মেহেদী দারুন খেলছে আশা রাখি তাকে দেখব জাতীয় দলে,0
20300,মেহেদী হাসান রানা এগিয়ে যাও,0
20301,মেহেদী হাসানের ভক্তরা কোথায় লাইক হবে,0
20302,মেহেদীকে বাংলাদেশ দলে নেয়া হোক,0
20303,মোঃ আনোয়ার হোসেন,0
20304,মোঃ ফজলু সৌদী আরবে হাই,0
20305,মোগো বরিশাইল্লাডি সবচাইতে বালো,0
20306,মোগো বরিশাল্লা নাটক ভালই লাগে,0
20307,মোচগুলো দেখলে মনেহয় জুতো পালিশ করার মুচি,0
20308,মোটা একটা কলগাড দরকের চিটাগাং এলাকের ফোন,0
20309,মোদি,0
20310,মোদি অমিতশাহার ফাসি চাই,0
20311,মোদি আর অমিত শাহ কে জেলে ঢুকাও,0
20312,মোদি আর অমিত শাহ কে বছর জেলে দেতে হবে,0
20313,মোদি আর ওমিতসাহা ফাসি চাই,0
20314,মোদি একজন খুনী,0
20315,মোদি অমিত সাহের ফাঁসি চাই,0
20316,মোদি তার সহযোগিদের ফাঁসি চাই,0
20317,মোদি কে,0
20318,মোদি কো হাঁটাও দেশ বাঁচাও,0
20319,মোদি জি এল চাই,0
20320,মোদি ঠিক করছে,0
20321,মোদি ধংশের দ্বারপ্রান্তে পৌছে গেছে,0
20322,মোদি ফাঁসী চাই,0
20323,মোদি ফ্যাসিবাদী,0
20324,মোদি বাদিদের ধংস করে দাও,0
20325,মোদি ভাল দেশ গরো,0
20326,মোদি মিতথে বলছে,0
20327,মোদি সরকার আর মুসলমানের আর কত রক্ত চায়,0
20328,মোদিকে কেউই জেন বিশ্বাস না করে,0
20329,মোদিকে কোরবানী দেব,0
20330,মোদিকে ফাশি দেয়া হোক,0
20331,মোদির কথায় কেও কান দিবেন না মোদি একজন মিত্থাচার,0
20332,মোদির জেল হউক,0
20333,মোদির পক্ষে আমরা,0
20334,মোদির পরবর্তী লক্ষ্য আরব মন্দির গড়া,0
20335,মোদির পূর্ব পুরুষরা গদ্দারী করেছে বিস্তারিত বলবেন,0
20336,মোদির বাপের দেশ না,0
20337,মোদির বাবা জমি কি বাবরি মজিদ,0
20338,মোদির বিপক্কে,0
20339,মোদির বিপক্ষে এবং কাশ্মীর এর পক্ষে,0
20340,মোদির মুখে এইসব মানায় না,0
20341,মোদির শাস্তি দিদিকে বিএ করুক,0
20342,মোদির সাজা চাই,0
20343,মোদিৰ কিহব জেল পৰি আছে,0
20344,মোদী,0
20345,মোদী আমাদের দেশটাকে ছারখার করে দিচ্ছে,0
20346,মোদী উগ্রপন্থী সরকার,0
20347,মোদী একটা জাহেলের বাচ্চা,0
20348,মোদী ছাড়া কোনো ভাবছি না,0
20349,মোদী পৃথিবীর নিকৃষ্ট শাসক,0
20350,মোদী ব্যাপারে ডেস নয়,0
20351,মোদী শান্তি পিয় মানুষ নয়,0
20352,মোদী সরকার জিন্দাবাদ সাহ নিতী জিন্দাবাদ,0
20353,মোদীজি কাউকে ভয় করে না,0
20354,মোদীর দুঃসংবাদ শুনতে চাই,0
20355,মোনালিসা এর ছবি আসিলো ক্যাম্নে,0
20356,মোমতা জিতবে,0
20357,মোমর কি যোজ্ঞতা আছে বিচারক হওয়ার,0
20358,মোমর ব্যেবহার এতো খারাপ সেটা তো জানতাম না,0
20359,মোমিনুল এত বড় বড় ছয় মারতে পারে তাই তো জানতাম না,0
20360,মোমো কে বিচারক দিছে কে,0
20361,মোয় কিতা লিখমু ভাষা ভুলে গেছি,0
20362,মোয়েটার ফেমিলি বলতে কি কিছু নাই অবাক আমি,0
20363,মোরে যাওয়া উচিত,0
20364,মোলানা কিতাওছে,0
20365,মোশারপ এর বউ এর জন্য নাটক দেখতে ভালো লাগে না,0
20366,মোশারফ আছে বলে দেখা শুরু করলাম,0
20367,মোস্তফা কামাল রাজ বিচারক হিসেবে বেস্ট ️️,0
20368,মোস্তাফা রাফিক মিলন,0
20369,মোহাম্মদ নাইম ভক্ত গুলা কই লাইক দিন,0
20370,মৌদির ফাশি চাই,0
20371,মৌসুমি আপু ঠিক বলছে,0
20372,ম্যা ম্যা,0
20373,ম্যাও,0
20374,ম্যাচ ফিকচিং করার কোনো দরকার ছিলো না রে ভাই,0
20375,ম্যাচ ফিক্সিং এটা,0
20376,ম্যাচ ফিক্সিং,0
20377,ম্যাজাজটা গরম হয়ে গেলো,0
20378,ম্যান অফ দ্যা ম্যাচ কে হইছে কারো জানা থাকলে বইলেন,0
20379,ম্যান অফ দ্যা সিরিজ রাসেলকে দেওয়া উচিত হয় নি,0
20380,ম্যানেজার,0
20381,তলা করছে তলা ভাডা দিয়ে,0
20382,পার্ট চাই আর কেউ আছে,0
20383,বেটি কাউয়া কী তোর জামায় লাগে নি,0
20384,যখন ওরা একসাথে ছিলো তখন কি আপনিও সাথে ছিলেন,0
20385,যখন নোংরা কাজ করছিলি তখন তোর ছেলের কথা মনে পড়েনি,0
20386,যখন রানুদি ভিখ চাইতেন তখন ইনার মেয়ে কথাই ছিলো,0
20387,যখন সময় ফিরে লোকের অভাব হয় না,0
20388,যত তাড়াতাড়ি ফাঁসি কার্যকর করা হোক,0
20389,যত বার দেখি তত বার ভালোলাগে,0
20390,যত সব ইজিবিজী কথা,0
20391,যত সব খেত মার্কা নায়ক,0
20392,যত সব ফাইজলামি,0
20393,যত সব ফালতু খবর শুধু খালি পাকিস্তানের কথা হয়,0
20394,যত সব বাজে গল্প,0
20395,যত সব ভুয়া খবর,0
20396,যত সব মিথ্যা কথা,0
20397,যত সব লুচ্চামি,0
20398,যতই মিথ্যা প্রচার করুন কিছু লাভ হবে না,0
20399,যতটুকু বুঝলাম ভালোই লাগলো,0
20400,যতদিন আওয়ামীলীগ থাকবে ততদিন নিপীড়ন চলবে,0
20401,যতদিন সাকিব নাই থতদিন খেলা দেখবোনা,0
20402,যতসব ফালতু কথা তোমাকেও করবে একদিন,0
20403,যতসব ফালতু কথা নিজের কথা চিন্তা কর ব্যাটা,0
20404,যতসব ফালতু জাজ,0
20405,যতো তাড়াতাড়ি হাইয়ছে তেমনি হারিয়ে যাবে,0
20406,যতো বার দেখছি কান্না আসসে,0
20407,যতো সব ফালতু কথা অপু সম্পরকে বলা হচ্ছে,0
20408,যত্তসব পালতু পোলাপান এসব হলো কিয়ামতে আলামত,0
20409,যত্তোসব,0
20410,যত্তোসব ফেক নিউজ,0
20411,যদি আমি পাইতাম কুনো দিন ওরে উফফ,0
20412,যদি তাই হয় তাহলে শাবনুর কে ধন্যবাদ জানাই,0
20413,যদি দুষী হয়ে থাকে তা হলে বিচার হওয়া উছিত,0
20414,যদি মিলে যায় তাহলে খুবেই ভাল হবে,0
20415,যদি মুশফিক জাতীয় দলে এইভাবে খেলতেন,0
20416,যদি রাজি থাকেন ভিডিও ছাইড়া আমার বলবেন,0
20417,যদি রাজি থাকো তাহলে কমেন্ট করে জানিয়ে দিও,0
20418,যদি সত্যি নিউজ হয়ে থাকে খুব খুশি হবো,0
20419,যদিও তার প্রতিভা আছে তার থেকে বেশি অবস্থা দেখে,0
20420,যদিও মিন্নির ফাঁসি দিতে হবে,0
20421,যদিও মুভিটা ভালো হইছে কিন্তু অনেক ভুল আছে,0
20422,য়ভ,0
20423,য়ম আল আল সআদ,0
20424,যম পিটুনি খাওয়া সুপারহিট নায়ক ওমরসানি,0
20425,যশোরের মেয়েরা দেখ তে সুন্দরী,0
20426,যা জানোনা তা নিয়ে বকবক কোরোনা,0
20427,যা বলেছে ঠিক বলেছে,0
20428,যা ব্যাটা কবরে তোর না জানি কত আজাব হচ্ছে,0
20429,যা ভারত করে নিলো পাক,0
20430,যা মারল বিদেশিরা বাংগালীরা মারতে পারেনা,0
20431,যাই বলেন ওকে ওর কোনো সমস্যা নেই,0
20432,যাই হোক বাংলাদেশ থেকে ভালবাসা রইল,0
20433,যাই হোক সারাদিনের মজাটা এখন নেওয়া যাচ্ছে,0
20434,যাইহোক জঙ্গিমাতা হাসিনা কিন্তু থাকবেই,0
20435,যাওয়া ঠিক হবে না,0
20436,যাক ক্রিকেটটাও ধ্বংশ হতে যাচ্ছে,0
20437,যাক দেশে তাহলে অাইন নামক জিনিস আছে এখনো,0
20438,যাক বাবা ঘেলন ঘেলন দুধ খাইতে পারবে,0
20439,যাক মুভি টা তাহলে পাইলামধন্যবাদ ভাই আপনাকে,0
20440,যাক মাল্টার ঘুম ভাঙছে,0
20441,যাকির নাএক স্মপ রন নিরদোস,0
20442,যাকির নায়েক আই লাভ ইউ,0
20443,যাকির নায়েক কে মুক্ত কর আল্লাহ,0
20444,যাগ মুসলমান,0
20445,যাদের কমিটিতে রাখবে তারাই তো দুর্নিতিবাজ,0
20446,যাদের বমি আসছে তাদের বাড়ীর সব গর্ভবতী,0
20447,যাদের লজ্জা সরম নাইতাদের মানুষ বলতে লজ্জা হয়,0
20448,যানোয়া মানুষ বোঝে,0
20449,যাবত জীবন জেল চাই,0
20450,যার গালি আর তালি এক রকম লাগে তার আবার কিসের লজ্জা,0
20451,যার দোষ থাকুক কুপিয়ে মেরে ফেলেছে ইস কিরকম লাগে,0
20452,যার ব্যবহার হার ঠিক নেয় সে গান কে করবে,0
20453,যার যেখানে খমতা সে সে ভাবে দেখায়জেমন পাপন,0
20454,যার হয়নি তার তেও হবেনা,0
20455,যার হারায় সেই বুঝে হারানোর কষ্ট,0
20456,যারা এই কথা বলেছে,0
20457,যারা এই ধরনের কথা বলে তারা এতো দিন কোথায় ছিল,0
20458,যারা এই ভিডি ওটি করেচেন তাদের কে সেলূট হাজার বার,0
20459,যারা কমেন্ট করলো ওরা নাকি ফ্যান,0
20460,যারা খারাপ কমেন্ট করে তাদের কি মা বোন নেই,0
20461,যারা গালি দিচ্ছে এরা অারো অনেক বড় বেয়াদব,0
20462,যারা ডিসলাইক দিছে তারা দেওয়ানবাগী ভক্ত,0
20463,যারা ঢাকার তারা একটা করে লাইক দিন,0
20464,যারা তাহসানকে ভালো বাসেন তারা লাইক দিবে,0
20465,যারা তাহেরি গুরোপ তারা তাহেরির বউয়েরে বিয়ে কর,0
20466,যারা তাহেরী হুজুরে গালি দেন তাদের উপর গজব পরুক,0
20467,যারা দিছেতাদের বিবেকটা কোথায়,0
20468,যারা দিসে তারা দেওয়ান বাগির ভক্ত,0
20469,যারা দেখেন তারা আমার থেকে ঘুরে দেখবেন,0
20470,যারা পাসে ভসে আচে সব নাস্থিকের দল,0
20471,যারা বিচারক তারাইবা কতটুকু যোগ্য,0
20472,যারা মিজানুর রহমানকে ভন্ড বলে তারা সবাই ভন্ড,0
20473,যারা মিন্নির বিরূদ্দে একটি লাইক দিবেন,0
20474,যারা রানুদিকে এখন লাইক করেন নাতারা লাইক করুন,0
20475,যারা সিনেমা করে তাদের আবার জাত আছে,0
20476,যারা হত্যা করছে সবাইৱে ফাঁসি চাই,0
20477,যাষ্ট আপনার জন্যই বসে ছিলাম,0
20478,যাহার শরীর নেই সে যৌন মিলন করে কি ভাবে,0
20479,যিনি ভিডিও টা করেছেন ধন্যবাদ অাপনাকে,0
20480,যিনি মানুষ কে ঘৃণা করেন তাকে ভালোবাসা যায় না,0
20481,যুক্তরাষ্ট্রের এত মাথা ব্যথা কেন,0
20482,যুক্তি আছে বলে,0
20483,যুদি সত্যি হয় তাহলে তো অনেক ভালো হবে,0
20484,যুবলীগ আর ছাত্রলীগ মুজিবের প্রতিরূপ,0
20485,যে আপলোড দিছে তার বুকের পাটা আছে এইটা মানতে হবে,0
20486,যে এই বিডিওটা করেছে তাকে অনেক ধন্যোবাদ,0
20487,যে এলাকায় থাকবে এলাকায় কেউ অপুষ্টিতে ভুগবেনা,0
20488,যে করছে সে কি করছে,0
20489,যে কোন নাটকে সিদ্দিকের কান্না টা খুব চমৎকার,0
20490,যে কোন বাংলাদেশি মেয়ে যোগাযোগ করো,0
20491,যে কোনো মেয়ে হলে হবে,0
20492,যে খবোরটা পুলিশ কে জানায়ছে তাকে ওনেক ধন্যবাদ,0
20493,যে ছি ছি টিবি লাগিয়েচে তাহাকে ধন্য বাদ,0
20494,যে জিনিস খেয়ে ফুরাতে পারবে না,0
20495,যে নিজেই নিজের চিন্তা করে সেই সব চাইতে বুদ্ধি মান,0
20496,যে বস্তারে সোনা,0
20497,যে বাবা তোমাকে পৃথিবীর মুখ দেখালো তাকে মারলে,0
20498,যে ভাই পসাসনকে খবর দিয়েছে তাকে অনেক ধন্যবাদ ভাইড,0
20499,যে ভাই বিডিওটা করছে তাকে অনেন অনেক অনেক ধন্যবাদ,0
20500,যে ভাবে নাচতেছে যেন খুব ভার প্লেয়ার,0
20501,যে ভিডিও করছে তাকে অনেক ধন্যবাদ,0
20502,যে ভিডিও করছে তার বিচার চাই,0
20503,যে ভিডিও করেছে তাকে অনেক ধন্যবাদ,0
20504,যে ভিডিও টা কোরেচে তাকে অনেক ধন্যবাদ,0
20505,যে ভিডিওটা করেছে তাকে ফুলের মালা দিয়া দরকার,0
20506,যে মরে যায় তারে সবাই ভলো কই,0
20507,যে মানুষ আনন্দ দিয়ে চলে জাই তার জন্য কৃষট হয়,0
20508,যে মানুষ টি ভিডিও টি করেছেন তাকে ধন্যবাদ,0
20509,যে যার সে তাই করবে ঠিক আছে,0
20510,যে যেবে থাকে সে ভেবে রাখ,0
20511,যে যেমন কথা বলনে তেমন,0
20512,যে যৌনকর্মীর কথা জানালেন সেটা আপনি নাকি,0
20513,যে যৌবক যুূ্দ্ধে যায়নি সেই রাজাকার যেমন তুমি,0
20514,যে লোকটা ভিডিও করছে সে কি দেখেনা,0
20515,যে সত্য বলবে তার অবস্থা এই,0
20516,যে সংবাদ পরতে গিয়ে বার বুল করে ফেল,0
20517,যে সময় ওভারে ওভারে এর,0
20518,যেই জিনিস দেখাইছে বিয়া একটা এমন দেইখা করমু,0
20519,যেই ধর্মের যেই শিক্ষা,0
20520,যেই না চেহারা নাম রাখছে পেয়ারা,0
